nombre,domicilio,localidad,departamento,provincia,cp,longitud,latitud
FARMACIA WELSCHEN,BUENOS AIRES 103,HUMBERTO PRIMO,CASTELLANOS,SANTA FE,2309,-58.36723576,-34.62017672
BONETTI,AV.LIBERTAD 2151,HUMBOLDT,LAS COLONIAS,SANTA FE,3081,-61.0836015,-31.40070036
KINEN,25 DE MAYO 1945,HUMBOLDT,LAS COLONIAS,SANTA FE,3081,-61.08294893,-31.39476161
MARIN,ALDO BUSTOS 2138,HUMBOLDT,LAS COLONIAS,SANTA FE,3081,-61.08417807,-31.40238099
SIGRIST,AVDA.BECK-HERZOG 1518,HUMBOLDT,LAS COLONIAS,SANTA FE,3081,,
PYSZNIAK,CALLE 17 376,LAS TOSCAS,GENERAL OBLIGADO,SANTA FE,3586,-59.25909333,-28.35543059
CAMUSSO,4 DE ENERO 1594,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.714852,-31.656291
RINESI,CALLE 10 Y 15,LAS TOSCAS,GENERAL OBLIGADO,SANTA FE,3586,-59.25881601,-28.35653235
WEDER,M. MORENO 2143,HUMBOLDT,LAS COLONIAS,SANTA FE,3081,,
RUBIES,URQUIZA 441,IRIGOYEN,SAN JERÓNIMO,SANTA FE,2248,-61.10885031,-32.1588474
DALLIA,2 DE ABRIL 510,LA CRIOLLA,SAN JUSTO,SANTA FE,3052,-60.36726923,-30.22479569
DODORICO,SANTA FE 397,LA CRIOLLA,SAN JUSTO,SANTA FE,3052,-60.36572955,-30.22426635
STRADA,ESTANISLAO LOPEZ 423,LA CRIOLLA,SAN JUSTO,SANTA FE,3052,,
TESOLIN,SAN MARTIN S N,LA PELADA,LAS COLONIAS,SANTA FE,3027,-60.97547224,-30.86437248
CUELLO,SARMIENTO 1103,LAGUNA PAIVA,LA CAPITAL,SANTA FE,3020,-60.65920865,-31.30423936
DIAZ,CARLOS PELLEGRINI 2490,LAGUNA PAIVA,LA CAPITAL,SANTA FE,3020,,
PIERINI,MAIPU 2303,LAGUNA PAIVA,LA CAPITAL,SANTA FE,3020,-60.66058226,-31.30659843
VELTRI,AV. SAN MARTIN 1298,LAGUNA PAIVA,LA CAPITAL,SANTA FE,3020,-60.66185718,-31.30791659
ZUAZQUITA,SAN MARTIN 1129,LAGUNA PAIVA,LA CAPITAL,SANTA FE,3020,-60.65974627,-31.30802091
MARY,LISANDRO DE LA TORRE 864,LANDETA,SAN MARTÍN,SANTA FE,2531,-62.06195305,-32.01361055
PEARSON,MORENO 93,LANDETA,SAN MARTÍN,SANTA FE,2531,-62.06020657,-32.01251723
SANDRIGO,SAN MARTIN S,LANTERI,GENERAL OBLIGADO,SANTA FE,3575,,
NADALICH,VICENTE CASARES Y GRAL LOPEZ,LAS GARZAS,GENERAL OBLIGADO,SANTA FE,3574,,
OLMOS,CALLE 14 NRO. 341,LAS PETACAS,SAN MARTÍN,SANTA FE,2451,-62.10824589,-31.82340487
CURTI,CALLE 21 193,LAS TOSCAS,GENERAL OBLIGADO,SANTA FE,3586,-59.26133937,-28.3532622
SNAIDER,CALLE 21 50,LAS TOSCAS,GENERAL OBLIGADO,SANTA FE,3586,-59.2631324,-28.35327825
CAPRA,4 DE ENERO 1301,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71594,-31.65923
PETTINA,SARMIENTO 1701,MALABRIGO,GENERAL OBLIGADO,SANTA FE,3572,-59.96890504,-29.34616803
POET,SAN LORENZO 761,EL TREBOL,SAN MARTÍN,SANTA FE,2535,-61.70391612,-32.20282756
RACCA,SANTA FE 598,EL TREBOL,SAN MARTÍN,SANTA FE,2535,-61.70517349,-32.2021585
FARMACIA LEONARDINI,MARAGNANI 65,LEHMANN,CASTELLANOS,SANTA FE,2305,-61.45103943,-31.12459013
FARMACIA SAPINO,AV RIVADAVIA 137,LEHMANN,CASTELLANOS,SANTA FE,2305,-61.45092263,-31.12510954
BARCAROLO,GRAL PAZ 174 - LOCAL 1,LLAMBI CAMPBELL,LA CAPITAL,SANTA FE,3036,,
MAITRE,DR. TAGLIARI 459,LLAMBI CAMPBELL,LA CAPITAL,SANTA FE,3036,-60.74742631,-31.18531559
SANTA TERESITA,SAN MARTIN Y MITRE 305,LLAMBI CAMPBELL,LA CAPITAL,SANTA FE,3036,,
BORGHETTI,AVENIDA LOPEZ 1677,LOPEZ,SAN JERÓNIMO,SANTA FE,2255,,
INVERNIZZI,ITALIA 380,LOS CARDOS,SAN MARTÍN,SANTA FE,2533,-61.10077331,-31.72397122
VERON,MENDOZA 501,MACIEL,SAN JERÓNIMO,SANTA FE,2208,-60.89197866,-32.45616254
ZELAYA,CORDOBA 744,MACIEL,SAN JERÓNIMO,SANTA FE,2208,-60.88836585,-32.45682176
CENTIS,SILVESTRE BEGNIS 982,MALABRIGO,GENERAL OBLIGADO,SANTA FE,3572,-59.96915144,-29.35364825
GARCIA,SAN MARTIN 1435,MALABRIGO,GENERAL OBLIGADO,SANTA FE,3572,-59.96827481,-29.34917217
PREZ,AVDA.SIGEL 604,MALABRIGO,GENERAL OBLIGADO,SANTA FE,3572,,
SALPIETRO,SPONTON 998,MALABRIGO,GENERAL OBLIGADO,SANTA FE,3572,-59.97100154,-29.35025735
BUSALINO,MAIPU 401,MARCELINO ESCALADA,SAN JUSTO,SANTA FE,3042,-60.46704598,-30.57910096
JUNCOS GOMES,GRAL. LOPEZ Y BELGRANO,MARGARITA,VERA,SANTA FE,3056,,
ULRICH,COLON 2101,MARGARITA,VERA,SANTA FE,3056,-60.25190949,-29.68933431
WOZNIAK,SAN MARTÍN 1804,MARGARITA,VERA,SANTA FE,3056,-60.25344058,-29.69239537
FARMACIA CASTELLANO,9 DE JULIO 266,MARIA JUANA,CASTELLANOS,SANTA FE,2445,-61.75211403,-31.67767564
FARMACIA CORNALIS,CORDOBA 414,MARIA JUANA,CASTELLANOS,SANTA FE,2445,-61.75910143,-31.6748355
FARMACIA DALMASSO,DR. A. GIRALDEZ 444,MARIA JUANA,CASTELLANOS,SANTA FE,2445,-61.75027916,-31.6760384
BELGRANO,RIVADAVIA 3237,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7022265,-31.6390017
TRIVISONNO,SANTA FE 882,EL TREBOL,SAN MARTÍN,SANTA FE,2535,-61.70141494,-32.20280108
VENTURI,AV. LIBERTAD 9,EL TREBOL,SAN MARTÍN,SANTA FE,2535,,
DRIUSSI,ESTANISLAO LOPEZ 412,ELISA,LAS COLONIAS,SANTA FE,3029,,
FARMACIA PAGLIERO,MITRE Y SARMIENTO,MARIA JUANA,CASTELLANOS,SANTA FE,2445,-61.75321693,-31.67563417
CARGNELLO,MALVINAS ARGENTINAS S,MARIA LUISA,LAS COLONIAS,SANTA FE,3025,,
COSATTO,RIVADAVIA 897,MARIA SUSANA,SAN MARTÍN,SANTA FE,2527,-61.90128589,-32.26501713
GUARDATTI,AV. CENTENARIO 916,MARIA SUSANA,SAN MARTÍN,SANTA FE,2527,,
ORTIZ,RIVADAVIA 1011,MARIA SUSANA,SAN MARTÍN,SANTA FE,2527,-61.90066747,-32.26611476
TERNAVASIO,AV. PABLO RECAGNO 597,MARIA SUSANA,SAN MARTÍN,SANTA FE,2527,,
NAVARRO,RIVADAVIA 236,MOISES VILLE,SAN CRISTÓBAL,SANTA FE,2313,-61.4712015,-30.71447958
ROTEMBERG,25 DE MAYO 136,MOISES VILLE,SAN CRISTÓBAL,SANTA FE,2313,-61.46925914,-30.71521552
LORENZATTI,FCO. B. CAMINOS 691,MONJE,SAN JERÓNIMO,SANTA FE,2212,,
SPEZIA,SAN MARTIN 563,MONJE,SAN JERÓNIMO,SANTA FE,2212,-60.9420535,-32.3572885
BUIGUEZ,J. BALDACCINI 6116,MONTE VERA,LA CAPITAL,SANTA FE,3014,,
MONTIBELLI,SAN MARTIN 5835,MONTE VERA,LA CAPITAL,SANTA FE,3014,-60.68124754,-31.51753882
TURIELLA,SANTA FE 1144,MONTE VERA,LA CAPITAL,SANTA FE,3014,,
GROPPO,SAN MARTIN 161,NELSON,LA CAPITAL,SANTA FE,3032,-60.75990269,-31.26612372
FARMACIA SCOTTA,25 DE MAYO 993,NELSON,LA CAPITAL,SANTA FE,3032,-60.708696,-31.6582526
GAZZERA,AVDA. JUAN BUSTINZA 1456,PIAMONTE,SAN MARTÍN,SANTA FE,2529,,
SAGLIONE,AV. JULIAN BUSTINZA 1201,PIAMONTE,SAN MARTÍN,SANTA FE,2529,,
SAN ANTONIO,URQUIZA 1301,PIAMONTE,SAN MARTÍN,SANTA FE,2529,-61.98149803,-32.14095057
KARLEN,SAN MARTIN 1450,PILAR,LAS COLONIAS,SANTA FE,3085,-61.25903114,-31.4381302
POLONI,LEHMANN 1255,PILAR,LAS COLONIAS,SANTA FE,3085,-61.2604901,-31.44080923
VALENTINI,LOS COLONIZADORES 1264,PILAR,LAS COLONIAS,SANTA FE,3085,-61.25892248,-31.44101684
IÑIGUEZ,F. PAUCKE Y GRAL. ROCA,POZO BORRADO,9 DE JULIO,SANTA FE,3061,,
ACOSTA,SUIPACHA 2506,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70402533,-31.64015389
ALEJANDRO SENN,4 DE ENERO 2599,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71124852,-31.64447878
AMHERDT,SAAVEDRA 2499,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7157129,-31.644713
ARGENTI,SAN JERONIMO 1801,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7103712,-31.6544699
ARMANDO,25 DE MAYO 3441,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70269227,-31.63650132
ARRIMADA,MARCIAL CANDIOTI 3298,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.695982,-31.63926
AZANZA,SAN MARTN 2983,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70513442,-31.64139041
BANCHIO,IRIGOYEN FREYRE 2200,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7011044,-31.64413398
BARRIENTOS,9 DE JULIO 2198,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71022391,-31.6495113
MILESI,BV. SAN FRANCISCO 237,ELISA,LAS COLONIAS,SANTA FE,3029,-61.04849305,-30.69663308
BARCAROLO,HIPOLITO IRIGOYEN 223,EMILIA,LA CAPITAL,SANTA FE,3036,-60.74413347,-31.05679488
NOSEDA,GOBERNADOR MARIANO CABAL S,EMILIA,LA CAPITAL,SANTA FE,3036,,
FARMACIA SALAROGLIO,BRIGADIER LOPEZ S/N,ESMERALDA,CASTELLANOS,SANTA FE,2456,-61.93273887,-31.61862205
ALTHAUS,SARMIENTO 2780,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.92958919,-31.44284364
FARMACIA BARRIOS,SIMON DE IRIONDO 3043,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.9279347,-31.4408812
BORGOGNO,LEHMANN 2307,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.93825007,-31.44896889
CLAUDIA SCHNEIDER,AV.LOS COLONIZADORES 957,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.9246777,-31.45030054
FAVARIN,SARMIENTO 1302,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.93341099,-31.45545086
CALIANI,MANUEL BELGRANO NRO. 2,PROGRESO,LAS COLONIAS,SANTA FE,3023,,
STESSENS,AV. 7 DE MARZO 1884,SANTO TOME,LA CAPITAL,SANTA FE,3016,-60.76081306,-31.66680564
TERENZI,BELGRANO 3018,SANTO TOME,LA CAPITAL,SANTA FE,3016,-60.76304618,-31.67606853
VILLATA,AV. LUJAN 2979,SANTO TOME,LA CAPITAL,SANTA FE,3016,-60.77051454,-31.67485509
ZIMMERMANN,MARIANO CANDIOTTI 3226,SANTO TOME,LA CAPITAL,SANTA FE,3016,,
GAZANO,9 DE JULIO 1259,SARMIENTO,LAS COLONIAS,SANTA FE,3023,-61.16877388,-31.05823012
VAN STRATE,JOSE LAMY 1360,SARMIENTO,LAS COLONIAS,SANTA FE,3023,-61.1658943,-31.05825714
BOSSIO,N. ORONO 1591,SASTRE,SAN MARTÍN,SANTA FE,2440,,
IOVALDI,SAN MARTIN 1901,SASTRE,SAN MARTÍN,SANTA FE,2440,-61.83001709,-31.76734524
NOVASIO,AV.GRAL. LOPEZ 1675,SASTRE,SAN MARTÍN,SANTA FE,2440,-61.82754525,-31.76775938
OLIVERO,AV. SAN MARTIN 2093,SASTRE,SAN MARTÍN,SANTA FE,2440,-61.83208645,-31.76698764
ROGGIO,ITALIA 2091,SASTRE,SAN MARTÍN,SANTA FE,2440,-61.832705,-31.76971445
SEVESO,J.A ROCA 1786,SASTRE,SAN MARTÍN,SANTA FE,2440,,
SALUZZO,1RO. DE MAYO 150,SOLEDAD,SAN CRISTÓBAL,SANTA FE,2347,,
CARIGNANO,SAN MARTIN 693,SUARDI,SAN CRISTÓBAL,SANTA FE,2349,-61.95689247,-30.53521003
CAVALLO,CLEMENTE ZAVALETA 265,SUARDI,SAN CRISTÓBAL,SANTA FE,2349,-61.96251765,-30.53238796
FLORES,9 DE JULIO 483,SUARDI,SAN CRISTÓBAL,SANTA FE,2349,-61.96195867,-30.53530022
GERLERO,J. BARGELLINI 592,SUARDI,SAN CRISTÓBAL,SANTA FE,2349,,
NARI,9 DE JULIO 635,SUARDI,SAN CRISTÓBAL,SANTA FE,2349,-61.96236417,-30.53695888
PIEMONTESA,BV.SAN MARTIN 254,SUARDI,SAN CRISTÓBAL,SANTA FE,2349,-61.96227548,-30.53424797
FARMACIA AIRASCA,AV. IRIGOYEN 1180,SUNCHALES,CASTELLANOS,SANTA FE,2322,-61.55355334,-30.94350507
ANDRES ROBLEDO,L. ALEM 407,SUNCHALES,CASTELLANOS,SANTA FE,2322,-61.5609476,-30.9479091
ASTESANA,J.B.V. MITRI 346,SUNCHALES,CASTELLANOS,SANTA FE,2322,,
BONAZZOLA,Av. Gdor. Freyre 2298,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71849585,-31.6463249
BONAZZOLA ESTEFANIA,Avenida Aristóbulo del Valle 5118,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.698659,-31.6207662
BORDIGNON,SUIPACHA 2310,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.701606,-31.640704
BOSCH,SANTIAGO DEL ESTERO 2764,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.706107,-31.637287
BOURDIN,ALBERDI 3500,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.69208682,-31.63777442
BRAMBILLA,ESTANISLAO ZEBALLOS 3731,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70917249,-31.60238358
BRUNO,Av. Gral. Paz 5550,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.68514794,-31.61956564
BURGUES ROMANO,BLAS PARERA 7001,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.72270289,-31.59742619
JUDITH ACEVEDO,ARISTBULO DEL VALLE 9284,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.68956554,-31.58202461
CAMILATTO,ESTANISLAO ZEBALLOS 2702,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.695903,-31.605073
CARABALLO,DIAGONAL GOYENA 3460,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.709311,-31.615601
CARDOSO,Avenida Gobernador Freyre 2668,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71746588,-31.64268856
CHELINI,Avenida Facundo Zuviría 4679,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7054516,-31.6237533
CHEMES,URQUIZA 2179,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.714218,-31.6492832
CLAVE,Av. Gral. Paz 4369,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.69271982,-31.62959884
CONIGLIO,FACUNDO ZUVIRIA 5918,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7045715,-31.61176
COSTA,Avenida Blas Parera 5691,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7189163,-31.611037
COSTA SAMITA,AV. ARISTOBULO DEL VALLE 6378,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.693987,-31.609763
DAMIANI,URQUIZA 3180,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7107239,-31.6377861
DONADIO,JAVIER DE LA ROSA 322,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.66811189,-31.60440416
FORTI,GUEMES 595,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.92177373,-31.45540263
FUENTES,MORENO 742,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.93578752,-31.45990822
GAMBOA,BELGRANO 2324,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.92877785,-31.44720893
HILAS,HNO LINO TERFORD 2957,ESPERANZA,LAS COLONIAS,SANTA FE,3080,,
LIMACHE,AV.CORDOBA 1624,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.93161311,-31.4487149
LONGONI,SAAVEDRA 1806,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.93664159,-31.45018371
MORELLI,Rivadavia 2002,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.92852622,-31.45019276
PERIN,CORDOBA Y LAVALLE,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.93410262,-31.4480542
PIERUCCIONI,BALCARCE 1605,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.93422141,-31.45796234
SAD,SARMIENTO 2041,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.93151873,-31.44921539
SAUGY,AV.LOS COLONIZADORES 9,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.91206927,-31.45339159
FARMACIA SCHNEIDER SERGIO,Avenida Córdoba 2251,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.9372001,-31.447283
TKACZYK,1  DE MAYO 2006,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.92315353,-31.45136532
ZEHNDER,CULLEN 1332,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.92973651,-31.45268528
ZUQUELI,AUFRANC 1447,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.92803913,-31.44302766
FARMACIA FRANK,LAS HERAS 268,EUSEBIA Y CAROLINA,CASTELLANOS,SANTA FE,2317,-61.85618634,-30.94610379
CORRENTI,E. SENN 374,FELICIA,LAS COLONIAS,SANTA FE,3087,-61.21147558,-31.24353603
FELICIA,PEDRO PALACIOS 584,FELICIA,LAS COLONIAS,SANTA FE,3087,,
KAREN GIMENEZ,SAN MARTIN 501,FLORENCIA,GENERAL OBLIGADO,SANTA FE,3516,-59.21970989,-28.04010209
PERESON,GENERAL OBLIGADO 702,FLORENCIA,GENERAL OBLIGADO,SANTA FE,3516,,
FARMACIA SERRA,FALUCHO 1325,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.50766209,-31.25496527
FARMACIA SIMONCINI,AV.ARISTOBULO DEL VALLE 132,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.49168478,-31.25723956
FARMACIA SUDANO,COLON 54,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.4930673,-31.25282501
FARMACIA TIBALDI,E. SALVA 317,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.49287966,-31.24263785
FARMACIA TURINO,ESPAÑA 1135,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.47452345,-31.2454041
FARMACIA WALTER,SARMIENTO 110,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.49004385,-31.25086235
MOINE,9 DE JULIO Y MITRE,RAMONA,CASTELLANOS,SANTA FE,2301,-61.90354175,-31.0905782
ABRAHAN,BOULEVARD PERON 1896,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.66142934,-29.15411937
AGUSTINI,H. IRIGOYEN 476,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,,
ARAMBURU,H.IRIGOYEN 1302,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,,
ALAL,ITURRASPE 676,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64447205,-29.14328358
ARAYA,MALVINAS ARGENTINAS 1405,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,,
BALLARIO,PATRICIO DIEZ 217,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.63896153,-29.14497328
BANDEO,HABEGGER 1260,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.65208569,-29.14574329
BARRIO CHAPERO,JESUSA CHAPERO 1920,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64907865,-29.15688912
BOURNISSENT,ALVEAR 1352,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.65260152,-29.14132216
BUNCHICH,BV. LOVATO 1131,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.65167928,-29.1553463
CASTILLO,BELGRANO 1486,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64730366,-29.15267917
CESPEDES,MITRE 498,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64260865,-29.14568319
CIAN,JORGE NEWBERY 502,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64368197,-29.15322564
CORTI,ALESSIO 1502,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.65100048,-29.15245345
CUCIT,CALLE 47 1784,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.66073226,-29.16006708
DEAN,ALVEAR 1896,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.65955521,-29.14057871
DEGIUSTI,GOBERNADOR FREYRE 1302,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.65319944,-29.14998057
ESTERKIN,SAN JERONIMO 1995,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70975721,-31.65242302
FACINO,ESPAÑA 3170,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7001608,-31.6399445
FERRO,FRANCIA 2998,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71271837,-31.63972458
FINELLI,Las Heras 7304,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.68730712,-31.60211287
FUCKSMANN,SAAVEDRA 3081,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71388,-31.638324
GABRIEL JAUREGUI,Echagüe 7254,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.670513,-31.606359
GARCIA,RIVADAVIA 3193,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.702277,-31.639541
GERMAN LOPEZ,Av. Gral. Paz 5201,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.68756998,-31.62232927
GIMENEZ,URQUIZA 2332,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7134045,-31.6470905
GIULIONI,GOROSTIAGA 3038,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7021061,-31.6105244
GOMEZ,Avenida Ángel V. Peñaloza 6839,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7128638,-31.6011338
GOTTERO,SAN MARTIN 2699,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7060219,-31.64456598
IGNACIO AZANZA,Avenida López y Planes 3901,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.714074,-31.629249
IMHOF,MARCIAL CANDIOTTI 2796,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.6972001,-31.6435185
IMOBERDORF,Avenida Blas Parera 6751,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.721929,-31.600063
IMVINKELRIED,LAVALLE 4201,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.68836,-31.631791
JUNGES,GUEMES 3701,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.68859458,-31.6365664
LABATH,Santiago del Estero 3142,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.711063,-31.6362118
LEIVA,LA RIOJA 2511,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70568167,-31.64580605
LENCINAS,BALCARCE 2384,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70127609,-31.63732218
LILIANA MARTINEZ,BELGRANO 6503,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.69062886,-31.60915905
LONG,ARISTOBULO DEL VALLE 4026,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70110879,-31.63084909
LOPEZ,AV. LOPEZ Y PLANES 4267,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71369435,-31.62536182
GRAZIOLI,MENDOZA 1145,SAN JERONIMO NORTE,LAS COLONIAS,SANTA FE,3011,-61.07121746,-31.54701702
JULLIER,SAN MARTIN 476,SAN JERONIMO NORTE,LAS COLONIAS,SANTA FE,3011,-61.07752845,-31.55369385
KESTLER,1 DE MAYO 302,SAN JERONIMO NORTE,LAS COLONIAS,SANTA FE,3011,-61.07650701,-31.55491825
ACTIS ALESINA,URQUIZA 1473,SAN JORGE,SAN MARTÍN,SANTA FE,2451,-61.85587211,-31.89417982
ANGELINETTA,ALBERDI 1121,SAN JORGE,SAN MARTÍN,SANTA FE,2451,-61.85566402,-31.89684449
BRACCO,25 DE MAYO 1632,SAN JORGE,SAN MARTÍN,SANTA FE,2451,-61.85338863,-31.89312988
CALAMARI,AV. ALBERDI 614,SAN JORGE,SAN MARTÍN,SANTA FE,2451,-61.85088121,-31.89766687
DEGRATTI,LISANDRO DE LA TORRE 1318,SAN JORGE,SAN MARTÍN,SANTA FE,2451,-61.85917032,-31.90237695
DENTEZANO,AV. JORGE ORTIZ 2097,SAN JORGE,SAN MARTÍN,SANTA FE,2451,-61.86622918,-31.89514417
PISSINIS,Boulevard Presidente Perón 619,SAN JORGE,SAN MARTÍN,SANTA FE,2451,-61.84968799,-31.89323582
POGNANTE,SAN MARTIN 969,SAN JORGE,SAN MARTÍN,SANTA FE,2451,-61.86021665,-31.89824329
SANTO,CORRIENTES 1744,SAN JORGE,SAN MARTÍN,SANTA FE,2451,-61.86347985,-31.90023226
SARA,CATAMARCA 1606,SAN JORGE,SAN MARTÍN,SANTA FE,2451,-61.86021825,-31.89317618
VICCO,HIPOLITO IRIGOYEN 1351,SAN JORGE,SAN MARTÍN,SANTA FE,2451,-61.85829834,-31.89736858
PASTOR,CAP. VIÑAS 154,SAN JOSE DEL RINCON,LA CAPITAL,SANTA FE,3001,,
SOLA,SAN MARTIN 1760,SAN JOSE DEL RINCON,LA CAPITAL,SANTA FE,3001,-60.57152232,-31.60520212
ALMADA,JUAN MANTOVANI 1725,SAN JUSTO,SAN JUSTO,SANTA FE,3040,,
ARNAUDO,9 DE JULIO 2303,SAN JUSTO,SAN JUSTO,SANTA FE,3040,-60.58953696,-30.78909927
BOLLO,AV. GDOR IRIONDO 2364,SAN JUSTO,SAN JUSTO,SANTA FE,3040,,
BOTTO,CABAL 2518,SAN JUSTO,SAN JUSTO,SANTA FE,3040,-60.59426881,-30.78984761
D¿ANTONI,SAN MARTIN 2298,SAN JUSTO,SAN JUSTO,SANTA FE,3040,-60.58891242,-30.78656643
DEL GIUDICE,BV.PELLEGRINI 2823,SAN JUSTO,SAN JUSTO,SANTA FE,3040,-60.59838733,-30.79303672
MAI,ARISTOBULO DEL VALLE 7302,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.6919373,-31.60117035
MANSILLA,9 DE JULIO 1181,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71365122,-31.66108112
MARCELO GALIZZI,BLAS PARERA 8894,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.72784983,-31.57787743
MARIO MARTINEZ,ARISTOBULO DEL VALLE 4499,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7003349,-31.62643104
